ID,Country,Province/State,Study Pop Size (N),Positive/negative cases,Mean Age,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Smoking history,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever (temperature ≥37·3°C),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Mortality
28,China,Wuhan,84,Positive only,59,0.71,0.00,0.00,1.00,0.00,0.00,,0.27,0.19,0.06,,,,,,,0.93,,0.81,,,,0.32,0.32,,,,,,,,,,0.52
28,China,Wuhan,117,Positive only,47,0.58,0.00,0.00,1.00,0.00,0.00,,0.14,0.05,0.03,,,,,,,0.94,,0.82,,,,0.33,0.33,,,,,,,,,,0.00
32,China,Beijing,262,Positive only,16,0.49,0.00,0.00,1.00,0.00,0.00,,,,,,,,,,,0.82,,0.46,0.07,0.07,,,0.26,,,,,,,,,,0.01
32,China,Beijing,46,Positive only,20,0.57,0.00,0.00,1.00,0.00,0.00,,,,,,,,,,,0.80,,0.54,0.33,0.07,,,0.33,,,,,,,,,,0.07
32,China,Beijing,216,Positive only,15,0.47,0.00,0.00,1.00,0.00,0.00,,,,,,,,,,,0.82,,0.44,0.01,0.07,,,0.25,,,,,,,,,,0.00
38,China,Shanghai,249,Positive only,51,0.51,0.00,0.00,1.00,0.00,0.00,,0.22,,,,0.00,,,,0.16,0.87,,0.37,0.08,0.11,,,0.16,,0.03,,0.03,0.06,,,,0.03,0.01
40,China,Changzhou,15,Positive only,38,0.67,0.00,0.00,1.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,,0.00,0.00,0.73,,0.33,0.13,,0.20,0.27,0.07,,0.13,,,,,,,,0.00
40,China,Changzhou,17,Positive only,36,0.41,0.00,0.00,1.00,0.00,0.00,,,0.06,0.12,0.00,,0.00,,0.06,0.00,0.59,,0.53,0.06,,0.35,0.12,0.00,,0.06,,,,,,,,0.00
40,China,Changzhou,19,Positive only,51,0.42,0.00,0.00,1.00,0.00,0.00,,,0.16,0.16,0.05,,0.05,,0.00,0.05,0.68,,0.47,0.05,,0.21,0.11,0.11,,0.11,,,,,,,,0.00
42,China,Shandong,537,Positive only,0,0.56,0.00,0.00,1.00,0.00,0.00,,,,,,,,,,,0.88,,0.36,,,,,0.08,,,,,,,,,,0.00
44,China,Hubei,463,Positive only,17,0.53,0.00,0.00,1.00,0.00,0.00,,0.23,0.09,0.06,,,,,,,0.90,,0.77,0.42,0.13,0.32,,0.28,,,,,,,,,,0.00
44,China,Hubei,282,Positive only,50,0.51,0.00,0.00,1.00,0.00,0.00,,0.19,0.07,0.04,,,,,,,0.87,,0.75,0.40,0.05,0.29,,0.29,,,,,,,,,,0.00
44,China,Hubei,181,Positive only,55,0.55,0.00,0.00,1.00,0.00,0.00,,0.29,0.11,0.09,,,,,,,0.94,,0.80,0.45,0.06,0.35,,0.27,,,,,,,,,,0.00
47,China,Chongqing,223,Positive only,47,0.47,0.00,0.00,1.00,0.00,0.00,0.16,0.11,0.08,0.00,0.00,,,,,0.04,0.53,0.03,0.51,0.07,0.05,0.12,0.05,0.05,,0.05,,,,,,,,0.00
47,China,Chongqing,192,Positive only,45,0.45,0.00,0.00,1.00,0.00,0.00,0.16,0.11,0.05,0.01,0.01,,,,,0.04,0.48,0.01,0.50,0.00,0.05,0.10,0.05,0.05,,0.06,,,,,,,,0.00
47,China,Chongqing,31,Positive only,56,0.58,0.00,0.00,1.00,0.00,0.00,0.16,0.13,0.26,0.00,0.00,,,,,0.07,0.87,0.16,0.58,0.48,0.03,0.23,0.07,0.07,,0.00,,,,,,,,0.00
54,China,Various,9,Positive only,1,0.22,0.00,0.00,1.00,0.00,0.00,,,,,,,,,,,0.44,,0.22,,,0.11,,,,,,,0.11,,,,,0.00
59,China,Wuhan,82,Positive only,73,0.66,0.00,0.00,1.00,0.00,0.00,,0.56,0.18,0.21,0.15,0.07,0.02,0.12,0.07,0.12,0.78,,0.65,0.63,,,,0.46,,0.12,0.02,,0.05,,,,,1.00
60,China,Jiangxi,11,Positive only,0,0.36,0.00,0.00,1.00,0.00,0.00,,0.18,,,,,,,,,0.36,,0.36,0.64,,,,,,,,,,,,,,0.00
60,China,Jiangxi,2,Positive only,31,0.50,0.00,0.00,1.00,0.00,0.00,,0.00,,,,,,,,,0.00,,0.50,0.50,,,,,,,,,,,,,,0.00
60,China,Jiangxi,9,Positive only,43,0.33,0.00,0.00,1.00,0.00,0.00,,0.22,,,,,,,,,0.44,,0.33,0.67,,,,,,,,,,,,,,0.00
61,China,Two provinces,62,Positive only,15,0.52,0.00,0.00,1.00,0.00,0.00,0.25,0.14,0.05,0.02,0.03,0.01,0.03,0.01,0.00,,0.79,,0.60,0.05,0.08,0.16,0.24,0.24,0.05,0.11,,,0.08,,,,0.05,0.00
63,China,Wuhan,403,Positive only,56,0.48,0.00,0.00,1.00,0.00,0.00,0.07,0.28,0.14,0.09,0.07,,,0.10,0.02,0.10,0.79,,0.10,0.02,,,0.01,0.04,,0.01,0.01,,0.02,,,,,0.25
63,China,Wuhan,100,Positive only,71,0.57,0.00,0.00,1.00,0.00,0.00,0.09,0.60,0.25,0.16,0.17,,,0.22,0.03,0.22,0.87,,0.04,0.02,,,0.00,0.02,,0.01,0.00,,0.00,,,,,1.00
63,China,Wuhan,303,Positive only,49,0.45,0.00,0.00,1.00,0.00,0.00,0.07,0.18,0.11,0.07,0.04,,,0.06,0.01,0.06,0.77,,0.12,0.02,,,0.01,0.04,,0.01,0.01,,0.03,,,,,0.00
64,China,Qingdao/Wuhan,74,Positive only,6,0.59,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,0.27,,0.32,0.03,0.03,0.03,0.00,0.07,,0.04,,0.04,,,,,0.41,0.00
67,China,Wuhan,82,Positive only,3,0.62,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,0.09,0.62,,0.62,0.02,,,,,,,,,,,,,0.10,0.00
69,China,Shenzhen,6,Positive only,46,0.50,0.00,0.00,1.00,0.00,0.00,,0.33,0.17,0.00,0.00,0.17,,,0.00,0.17,0.83,,0.83,,,,0.50,0.50,0.17,0.33,,,0.17,,,,,0.00
69,China,Shenzhen,1,Positive only,65,0.00,0.00,0.00,1.00,0.00,0.00,,1.00,0.00,0.00,0.00,1.00,,,0.00,0.00,1.00,,1.00,,,,1.00,1.00,0.00,0.00,,,0.00,,,,,0.00
69,China,Shenzhen,1,Positive only,66,1.00,0.00,0.00,1.00,0.00,0.00,,1.00,0.00,0.00,0.00,0.00,,,0.00,0.00,1.00,,1.00,,,,1.00,1.00,0.00,0.00,,,0.00,,,,,0.00
69,China,Shenzhen,1,Positive only,37,0.00,0.00,0.00,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,1.00,,1.00,,,,0.00,0.00,1.00,1.00,,,1.00,,,,,0.00
69,China,Shenzhen,1,Positive only,36,1.00,0.00,0.00,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,0.00,1.00,1.00,,1.00,,,,0.00,0.00,0.00,1.00,,,0.00,,,,,0.00
69,China,Shenzhen,1,Positive only,10,1.00,0.00,0.00,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,,,,0.00,0.00,0.00,0.00,,,0.00,,,,,0.00
69,China,Shenzhen,1,Positive only,63,0.00,0.00,0.00,1.00,0.00,0.00,,0.00,1.00,0.00,,0.00,,,0.00,0.00,1.00,,1.00,,,,1.00,1.00,0.00,0.00,,,0.00,,,,,0.00
70,China,Wuhan,101,Positive only,70,0.59,0.00,0.00,1.00,0.00,0.00,,0.58,0.22,0.24,0.14,0.07,0.18,0.13,0.11,0.00,0.81,,0.55,0.58,0.05,,0.06,0.36,,0.10,0.03,,,,,,0.00,1.00
70,China,Wuhan,48,Positive only,70,0.58,0.00,0.00,1.00,0.00,0.00,,0.54,0.19,0.19,0.08,0.06,0.19,0.08,0.04,0.00,0.79,,0.48,0.58,0.02,,0.02,0.40,,0.08,0.02,,,,,,0.00,1.00
70,China,Wuhan,53,Positive only,70,0.60,0.00,0.00,1.00,0.00,0.00,,0.62,0.25,0.28,0.19,0.08,0.17,0.17,0.17,0.00,0.83,,0.62,0.58,0.09,,0.09,0.32,,0.11,0.08,,,,,,0.00,1.00
71,China,Wuhan,55,Positive only,71,0.67,0.00,0.00,1.00,0.00,0.00,,0.60,0.26,,0.22,0.07,0.06,0.22,0.09,0.00,0.96,,0.62,0.96,0.04,,0.93,0.93,,0.04,0.04,,,,,,0.00,1.00
73,China,Wuhan,36,Positive only,69,0.69,0.00,0.00,1.00,0.00,0.00,0.11,0.58,0.19,0.14,0.11,0.03,,0.22,0.08,,0.94,,0.78,0.58,,0.22,0.03,0.47,,0.08,,,,,,,,1.00
74,Chile,Chile,922,Positive only,37,0.49,0.00,0.00,0.00,1.00,0.00,,,,,,,,,,,0.09,,0.52,0.57,0.52,,0.04,,,,0.47,,0.45,,,,,0.00
75,USA,Nationwide,12,Positive only,18,0.67,,,,,,0.08,0.17,0.08,0.17,0.08,0.00,0.08,,0.00,0.33,0.58,,0.67,0.08,0.25,,,0.42,,0.08,,,0.08,0.08,,,0.00,0.00
75,USA,Nationwide,7,Positive only,18,0.71,,,,,,0.14,0.14,0.14,0.14,0.14,0.00,,,0.00,0.29,0.85,,0.86,0.14,0.14,,,0.29,,0.14,,,,,,,0.00,0.00
77,China,Wuhan,109,Positive only,55,0.54,0.00,0.00,1.00,0.00,0.00,,0.34,0.11,,0.04,,,0.06,0.09,,0.83,,0.62,,,,,0.57,,0.11,,,,,,,0.00,0.28
77,China,Wuhan,56,Positive only,48,0.55,0.00,0.00,1.00,0.00,0.00,,0.29,0.02,,0.04,,,0.00,0.04,,0.86,,0.64,,,,,0.46,,0.11,,,,,,,0.00,0.09
77,China,Wuhan,53,Positive only,61,0.53,0.00,0.00,1.00,0.00,0.00,,0.40,0.21,,0.04,,,0.11,0.15,,0.79,,0.59,,,,,0.68,,0.11,,,,,,,0.00,0.49
78,China,Nanjing,24,Positive only,36,0.33,0.00,0.00,1.00,0.00,0.00,0.04,0.08,0.08,0.04,0.00,0.00,,0.04,0.04,,0.21,,0.08,,,,,0.08,0.04,,,,,,,,,0.00
78,China,Nanjing,5,Positive only,47,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.20,,1.00,,0.40,,,,,0.40,0.20,,,,,,,,,0.00
78,China,Nanjing,19,Positive only,35,0.42,0.00,0.00,1.00,0.00,0.00,0.05,0.11,0.11,0.05,0.00,0.00,,0.05,0.00,,0.00,,0.00,,,,,0.00,0.00,,,,,,,,,0.00
80,China,Chongqing,51,Positive only,43,0.63,0.00,0.00,1.00,0.00,0.00,,0.08,0.08,,,,,,,,0.84,,0.75,0.22,0.10,0.31,0.12,0.43,,0.08,0.06,,,,,,,0.02
80,China,Chongqing,44,Positive only,42,0.64,0.00,0.00,1.00,0.00,0.00,,0.07,0.00,,,,,,,,0.84,,0.73,0.11,0.11,0.32,0.11,0.36,,0.09,0.07,,,,,,,0.00
80,China,Chongqing,7,Positive only,52,0.57,0.00,0.00,1.00,0.00,0.00,,0.14,0.57,,,,,,,,0.86,,0.86,0.86,0.00,0.29,0.14,0.86,,0.00,0.00,,,,,,,0.14
81,China,Wuhan,110,Positive only,15,0.44,0.00,0.00,1.00,0.00,0.00,0.24,0.21,0.14,0.06,0.05,,,0.06,,,0.82,,0.62,0.33,,,,0.37,,,,,,,,,0.00,0.00
81,China,Wuhan,38,Positive only,23,0.63,0.00,0.00,1.00,0.00,0.00,0.24,0.39,0.21,0.08,0.11,,,0.08,,,0.87,,0.55,0.39,,,,0.26,,,,,,,,,0.00,0.00
81,China,Wuhan,72,Positive only,12,0.33,0.00,0.00,1.00,0.00,0.00,0.24,0.11,0.10,0.06,0.03,,,0.06,,,0.79,,0.65,0.29,,,,0.43,,,,,,,,,0.00,0.00
82,China,Chongqing,46,Positive only,9,0.52,0.00,0.00,1.00,0.00,0.00,0.11,,,,,,,,,,0.69,,0.81,0.02,0.19,0.38,0.07,0.19,0.07,0.05,0.02,0.10,,,0.07,,0.09,0.00
82,China,Chongqing,14,Positive only,6,0.50,0.00,0.00,1.00,0.00,0.00,0.07,,,,,,,,,,0.58,,0.92,0.00,0.17,0.50,0.08,0.17,0.17,0.17,0.00,0.00,,,0.08,,0.14,0.00
82,China,Chongqing,32,Positive only,10,0.53,0.00,0.00,1.00,0.00,0.00,0.13,,,,,,,,,,0.73,,0.77,0.07,0.20,0.33,0.07,0.20,0.03,0.00,0.03,0.13,,,0.07,,0.06,0.00
83,China,,64,Positive only,36,0.36,0.00,0.00,1.00,0.00,0.00,0.02,0.05,0.02,,,,,,,0.03,0.67,,0.47,0.16,0.13,0.13,0.22,0.34,,0.05,,0.06,0.25,0.05,0.03,,,0.00
83,China,,37,Positive only,38,0.46,0.00,0.00,1.00,0.00,0.00,0.03,0.03,0.03,,,,,,,0.05,0.68,,0.46,0.19,0.08,0.14,0.22,0.38,,0.03,,0.05,0.32,0.03,0.05,,,0.00
83,China,,25,Positive only,31,0.24,0.00,0.00,1.00,0.00,0.00,0.00,0.08,0.00,,,,,,,,0.68,,0.52,0.12,0.20,0.12,0.20,0.24,,0.08,,0.08,0.16,0.08,0.00,,,0.00
85,China,Wuhan,104,Positive only,43,0.47,0.00,0.00,1.00,0.00,0.00,0.04,0.14,0.12,0.07,0.01,,,,,,0.63,,0.76,0.14,,0.38,0.19,0.32,,0.02,,,,,,,,0.01
85,China,Wuhan,48,Positive only,40,0.46,0.00,0.00,1.00,0.00,0.00,0.02,0.13,0.15,0.02,0.00,,,,,,0.75,,0.75,0.19,,0.29,0.27,0.33,,0.00,,,,,,,,0.00
85,China,Wuhan,56,Positive only,44,0.48,0.00,0.00,1.00,0.00,0.00,0.05,0.16,0.09,0.11,0.02,,,,,,0.54,,0.77,0.11,,0.45,0.13,0.30,,0.04,,,,,,,,0.02
86,Scotland,,1,Positive only,51,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,1.00,0.00,0.00,1.00,1.00,1.00,,0.00,0.00,0.00,1.00,0.00,,,0.00,0.00
87,UK,England,2,Positive only,37,0.50,1.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.50,,0.50,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,,,0.00,0.00
87,UK,England,1,Positive only,50,0.00,1.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,1.00,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
87,UK,England,1,Positive only,23,1.00,1.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,,,0.00,0.00
91,China,Zhejiang,651,Positive only,45,0.51,0.00,0.00,1.00,0.00,0.00,0.06,0.15,0.07,0.01,0.00,0.01,0.04,,0.01,0.01,0.84,,0.67,0.04,,0.35,,0.18,,0.44,0.44,,,,,,,0.00
91,China,Zhejiang,74,Positive only,46,0.50,0.00,0.00,1.00,0.00,0.00,0.04,0.16,0.09,0.01,0.00,0.00,0.11,,0.00,0.00,0.85,,0.72,0.11,,0.39,,0.31,,0.00,0.00,,,,,,,0.00
91,China,Zhejiang,577,Positive only,45,0.51,0.00,0.00,1.00,0.00,0.00,0.07,0.15,0.07,0.01,0.00,0.01,0.03,,0.01,0.01,0.84,,0.66,0.03,,0.34,,0.17,,0.50,0.50,,,,,,,0.00
92,China,Hunan,10,Positive only,50,0.80,0.00,0.00,1.00,0.00,0.00,,0.30,,0.10,,,,,,,0.90,,0.60,0.60,0.30,0.40,,0.10,,0.30,0.10,,,,0.10,,,0.10
93,China,Shenzhen,5,Positive only,59,0.60,0.00,0.00,1.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,0.00
93,China,Shenzhen,1,Positive only,75,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,0.00
93,China,Shenzhen,1,Positive only,65,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,0.00
93,China,Shenzhen,1,Positive only,55,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,0.00
93,China,Shenzhen,1,Positive only,35,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,0.00
93,China,Shenzhen,1,Positive only,65,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,0.00
94,Netherlands,Nationwide,86,Positive only,16,0.17,1.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.54,,0.76,0.38,0.57,,0.64,,,0.19,0.17,0.17,0.40,,,,,0.00
94,Netherlands,Nationwide,32,Positive only,16,0.19,1.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.63,,0.66,0.19,0.56,,0.66,,,0.16,0.03,0.03,0.34,,,,,0.00
94,Netherlands,Nationwide,54,Positive only,16,0.17,1.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.48,,0.82,0.43,0.57,,0.82,,,0.20,0.26,0.26,0.50,,,,,0.00
98,China,Sichuan,81,Positive only,51,0.63,0.00,0.00,1.00,0.00,0.00,0.04,0.19,0.22,0.06,0.14,0.00,,0.06,0.04,0.42,0.48,,0.49,0.31,,,,0.37,,,,,,,,,,0.12
98,China,Sichuan,53,Positive only,50,0.64,0.00,0.00,1.00,0.00,0.00,0.02,0.17,0.15,0.04,0.09,0.00,,0.04,0.02,0.34,0.47,,0.55,0.32,,,,0.38,,,,,,,,,,0.00
98,China,Sichuan,10,Positive only,73,0.40,0.00,0.00,1.00,0.00,0.00,0.10,0.40,0.30,0.30,0.30,0.00,,0.30,0.20,0.90,0.50,,0.30,0.30,,,,0.20,,,,,,,,,,1.00
98,China,Sichuan,18,Positive only,48,0.72,0.00,0.00,1.00,0.00,0.00,0.06,0.11,0.39,0.00,0.17,0.00,,0.00,0.00,0.39,0.50,,0.61,0.28,,,,0.44,,,,,,,,,,0.00
99,China,Shenzhen,391,Positive only,16,0.48,0.00,0.00,1.00,0.00,0.00,,,,,,,,,,,0.84,,0.39,0.03,0.16,,0.19,0.14,,0.01,0.01,,0.07,0.06,0.03,,0.06,0.01
101,France,Marseille,80,Positive only,53,0.53,1.00,0.00,0.00,0.00,0.00,,0.16,0.11,0.08,0.10,0.06,,,,0.08,0.15,,0.59,,,,,,,,,,0.16,,,,0.05,0.01
102,China,Wuhan,236,Positive only,52,0.47,0.00,0.00,1.00,0.00,0.00,,0.28,0.11,,,,,,,0.25,0.53,,0.57,0.06,,0.10,0.02,0.28,,0.16,,,0.11,,,,0.00,0.00
102,China,Wuhan,116,Positive only,50,0.51,0.00,0.00,1.00,0.00,0.00,,0.31,0.12,,,,,,,0.19,0.55,,0.60,0.08,,0.11,0.02,0.34,,0.19,,,0.08,,,,0.00,0.00
102,China,Wuhan,120,Positive only,53,0.43,0.00,0.00,1.00,0.00,0.00,,0.25,0.11,,,,,,,0.30,0.51,,0.53,0.03,,0.09,0.03,0.23,,0.13,,,0.14,,,,0.00,0.00
104,China,Wuhan,52,Positive only,20,0.67,0.00,0.00,1.00,0.00,0.00,0.04,,0.17,0.10,0.08,0.04,0.29,0.14,0.29,0.67,0.98,,0.77,0.64,0.06,,0.12,,,,0.04,,0.06,,0.02,,,0.62
104,China,Wuhan,20,Positive only,17,0.70,0.00,0.00,1.00,0.00,0.00,0.10,,0.10,0.10,0.10,0.05,0.30,0.00,0.15,0.45,1.00,,0.75,0.60,0.05,,0.10,,,,0.05,,0.00,,0.05,,,0.00
104,China,Wuhan,32,Positive only,22,0.66,0.00,0.00,1.00,0.00,0.00,0.00,,0.22,0.09,0.06,0.03,0.28,0.22,0.38,0.81,0.97,,0.78,0.66,0.06,,0.13,,,,0.03,,0.09,,0.00,,,1.00
106,China,Wuhan,155,Positive only,54,0.56,0.00,0.00,1.00,0.00,0.00,0.04,0.24,0.10,0.10,0.03,0.05,0.05,0.05,0.04,,0.81,,0.63,0.32,0.10,,0.61,0.73,,0.05,0.04,,,,0.04,,,0.14
107,China,Wuhan,83,Positive only,70,0.71,0.00,0.00,1.00,0.00,0.00,,0.00,,,0.00,,,,,,0.40,,0.22,0.08,,,0.04,0.07,,0.04,0.04,,,,0.10,,,0.48
108,China,Wuhan,2,Positive only,60,0.50,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.50,1.00,0.00,0.50,,,,,,,0.00,0.00,,,,0.00,,,0.00
108,China,Wuhan,1,Positive only,45,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,1.00,0.00,0.00,,,,,,,0.00,0.00,,,,0.00,,,0.00
108,China,Wuhan,1,Positive only,75,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,1.00,1.00,0.00,1.00,,,,,,,0.00,0.00,,,,0.00,,,0.00
110,China,Wuhan,323,Positive only,58,0.51,0.00,0.00,1.00,0.00,0.00,0.12,0.33,0.15,0.13,0.02,0.02,0.02,0.13,0.02,0.09,0.84,,0.51,0.04,0.01,,,,,,0.00,,,0.00,0.01,,,0.11
112,China,Wuhan,416,Positive only,60,0.49,0.00,0.00,1.00,0.00,0.00,,0.31,0.14,0.11,0.03,0.02,0.01,0.05,0.03,0.05,0.80,,0.35,0.28,0.02,0.06,0.05,0.13,,0.04,,,0.03,,0.03,,,0.14
112,China,Wuhan,82,Positive only,68,0.54,0.00,0.00,1.00,0.00,0.00,,0.60,0.24,0.29,0.07,0.09,0.02,0.16,0.06,0.16,0.77,,0.34,0.32,0.02,0.04,0.06,0.18,,0.01,,,0.05,,0.13,,,0.51
112,China,Wuhan,334,Positive only,57,0.48,0.00,0.00,1.00,0.00,0.00,,0.23,0.02,0.06,0.02,0.01,0.01,0.03,0.03,0.03,0.81,,0.35,0.27,0.02,0.06,0.04,0.12,,0.05,,,0.02,,0.01,,,0.05
114,China,Guangzhou,10,Positive only,8,0.60,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,0.70,,0.50,,,,,,,0.30,,,0.50,,,,,0.00
114,China,Guangzhou,1,Positive only,6,1.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,1.00,,1.00,,,,,,,1.00,,,0.00,,,,,0.00
114,China,Guangzhou,1,Positive only,13,0.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,1.00,,0.00,,,,,,,0.00,,,1.00,,,,,0.00
114,China,Guangzhou,1,Positive only,7,0.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,1.00,,1.00,,,,,,,1.00,,,1.00,,,,,0.00
114,China,Guangzhou,1,Positive only,14,1.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,0.00,,0.00,,,,,,,0.00,,,0.00,,,,,0.00
114,China,Guangzhou,1,Positive only,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,1.00,,0.00,,,,,,,0.00,,,0.00,,,,,0.00
114,China,Guangzhou,1,Positive only,3,1.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,0.00,,0.00,,,,,,,0.00,,,1.00,,,,,0.00
114,China,Guangzhou,1,Positive only,16,0.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,1.00,,0.00,,,,,,,0.00,,,0.00,,,,,0.00
114,China,Guangzhou,1,Positive only,14,1.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,1.00,,1.00,,,,,,,0.00,,,1.00,,,,,0.00
114,China,Guangzhou,1,Positive only,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,0.00,,1.00,,,,,,,0.00,,,1.00,,,,,0.00
114,China,Guangzhou,1,Positive only,2,1.00,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,,,,,1.00,,1.00,,,,,,,1.00,,,0.00,,,,,0.00
115,China,Hainan,18,Positive only,68,0.67,0.00,0.00,1.00,0.00,0.00,0.44,0.28,0.17,0.11,,,0.06,,0.00,,0.78,,0.33,0.11,,0.33,,0.11,,,0.17,,0.06,,,,,0.06
115,China,Hainan,38,Positive only,45,0.50,0.00,0.00,1.00,0.00,0.00,0.37,0.13,0.03,0.00,,,0.00,,0.03,,0.79,,0.39,0.05,,0.39,,0.08,,,0.18,,0.05,,,,,0.05
117,China,Yichang,197,Positive only,56,0.50,0.00,0.00,1.00,0.00,0.00,,,0.09,0.24,,0.02,,0.05,0.02,,0.78,,0.45,0.05,,,0.05,0.15,,,,,0.06,,,,,0.14
118,China,Wuhan,80,Positive only,18,0.43,0.00,0.00,1.00,0.00,0.00,0.10,0.18,0.14,0.08,,0.09,0.01,0.00,0.00,,0.58,,0.66,,,0.19,0.15,0.45,,0.19,0.09,,0.10,0.16,,,,0.00
118,China,Wuhan,11,Positive only,10,0.09,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.27,0.00,0.00,0.00,,0.18,,0.82,,,0.09,0.00,0.09,,0.36,0.18,,0.36,0.00,,,,0.00
118,China,Wuhan,69,Positive only,19,0.48,0.00,0.00,1.00,0.00,0.00,0.12,0.20,0.16,0.09,,0.06,0.01,0.00,0.00,,0.64,,0.64,,,0.20,0.17,0.51,,0.16,0.07,,0.06,0.19,,,,0.00
119,China,Northeast Region,55,Positive only,47,0.55,0.00,0.00,1.00,0.00,0.00,,0.15,0.15,0.05,,,,,,,0.46,,0.49,0.15,0.04,,0.13,0.15,,0.11,0.07,,0.13,,,,,0.00
119,China,Northeast Region,47,Positive only,46,0.51,0.00,0.00,1.00,0.00,0.00,,0.17,0.15,0.04,,,,,,,0.51,,0.51,0.11,0.04,,0.11,0.17,,0.09,0.04,,0.11,,,,,0.00
119,China,Northeast Region,8,Positive only,46,0.75,0.00,0.00,1.00,0.00,0.00,,0.00,0.13,0.13,,,,,,,1.00,,0.38,0.38,0.00,,0.25,0.00,,0.25,0.25,,0.25,,,,,0.00
120,USA,Washington,24,Positive only,64,0.63,,,,,,0.22,,0.58,,0.04,0.00,,,0.21,0.21,0.50,0.83,0.88,0.88,0.08,0.42,,,,,,,0.17,,,,,0.50
121,China,Wuhan,206,Positive only,61,0.44,0.00,0.00,1.00,0.00,0.00,,0.27,0.10,0.08,0.04,,,0.08,,0.08,0.67,,0.28,0.15,,,0.21,0.45,,0.33,0.12,0.16,,,,,,0.00
